Identifier	ScientificName	Parent TaxonID	Kingdom	Phylum	Class	Order	Family	Genus	TaxonRank	FurtherInformationURL	TaxonomicStatus	TaxonRemarks	NamePublishedIn	ReferenceID
Pseudolmedia oxyphyllaria	Pseudolmedia oxyphyllaria		Plantae				Moraceae		species					
Pseudolmedia rigida	Pseudolmedia rigida		Plantae				Moraceae		species					
Pseudolmedia spuria	Pseudolmedia spuria		Plantae				Moraceae		species					
Pseudomalmea diclina	Pseudomalmea diclina		Plantae				Annonaceae		species					
Pseudopiptadenia pittieri	Pseudopiptadenia pittieri		Plantae				Fabaceae		species					
Pseudopiptadenia suaveolens	Pseudopiptadenia suaveolens		Plantae				Fabaceae		species					
Pseudotsuga menziesii	Pseudotsuga menziesii		Plantae				Pinaceae		species					
Pseudotsuga sinensis	Pseudotsuga sinensis		Plantae				Pinaceae		species					
Pseudoweinmannia lachnocarpa	Pseudoweinmannia lachnocarpa		Plantae				Cunoniaceae		species					
Pseudoxandra polyphleba	Pseudoxandra polyphleba		Plantae				Annonaceae		species					
Pseuduvaria villosa	Pseuduvaria villosa		Plantae				Annonaceae		species					
Psidium acutangulum	Psidium acutangulum		Plantae				Myrtaceae		species					
Psidium cattleianum	Psidium cattleianum		Plantae				Myrtaceae		species					
Psidium guajava	Psidium guajava		Plantae				Myrtaceae		species					
Psidium ilex	Psidium ilex		Plantae				Myrtaceae		species					
Psidium pomiferum	Psidium pomiferum		Plantae				Myrtaceae		species					
Psidium sartorianum	Psidium sartorianum		Plantae				Myrtaceae		species					
Psorospermum febrifugum	Psorospermum febrifugum		Plantae				Clusiaceae		species					
Psychotria apoda	Psychotria apoda		Plantae				Rubiaceae		species					
Psychotria celebica	Psychotria celebica		Plantae				Rubiaceae		species					
Psychotria chiapensis	Psychotria chiapensis		Plantae				Rubiaceae		species					
Psychotria hazenii	Psychotria hazenii		Plantae				Rubiaceae		species					
Psydrax latifolia	Psydrax latifolia		Plantae				Rubiaceae		species					
Psydrax odorata	Psydrax odorata		Plantae				Rubiaceae		species					
Psydrax parviflora	Psydrax parviflora		Plantae				Rubiaceae		species					
Psydrax suaveolens	Psydrax suaveolens		Plantae				Rubiaceae		species					
Ptaeroxylon obliquum	Ptaeroxylon obliquum		Plantae				Rutaceae		species					
Pteleocarpa lamponga	Pteleocarpa lamponga		Plantae				Boraginaceae		species					
Pteleocarpa malaccensis	Pteleocarpa malaccensis		Plantae				Boraginaceae		species					
Pteleopsis hylodendron	Pteleopsis hylodendron		Plantae				Combretaceae		species					
Pteleopsis myrtifolia	Pteleopsis myrtifolia		Plantae				Combretaceae		species					
Pternandra azurea	Pternandra azurea		Plantae				Melastomataceae		species					
Pternandra coerulescens	Pternandra coerulescens		Plantae				Melastomataceae		species					
Pternandra cordata	Pternandra cordata		Plantae				Melastomataceae		species					
Pternandra echinata	Pternandra echinata		Plantae				Melastomataceae		species					
Pternandra galeata	Pternandra galeata		Plantae				Melastomataceae		species					
Pternandra jackiana	Pternandra jackiana		Plantae				Melastomataceae		species					
Pterocarpus acerifolius	Pterocarpus acerifolius		Plantae				Fabaceae		species					
Pterocarpus angolensis	Pterocarpus angolensis		Plantae				Fabaceae		species					
Pterocarpus antunesii	Pterocarpus antunesii		Plantae				Fabaceae		species					
Pterocarpus brenanii	Pterocarpus brenanii		Plantae				Fabaceae		species					
Pterocarpus dalbergioides	Pterocarpus dalbergioides		Plantae				Fabaceae		species					
Pterocarpus erinaceus	Pterocarpus erinaceus		Plantae				Fabaceae		species					
Pterocarpus indicus	Pterocarpus indicus		Plantae				Fabaceae		species					
Pterocarpus lucens	Pterocarpus lucens		Plantae				Fabaceae		species					
Pterocarpus macrocarpus	Pterocarpus macrocarpus		Plantae				Fabaceae		species					
Pterocarpus marsupium	Pterocarpus marsupium		Plantae				Fabaceae		species					
Pterocarpus officinalis	Pterocarpus officinalis		Plantae				Fabaceae		species					
Pterocarpus osun	Pterocarpus osun		Plantae				Fabaceae		species					
Pterocarpus rohrii	Pterocarpus rohrii		Plantae				Fabaceae		species					
Pterocarpus santalinoides	Pterocarpus santalinoides		Plantae				Fabaceae		species					
Pterocarpus santalinus	Pterocarpus santalinus		Plantae				Fabaceae		species					
Pterocarpus soyauxii	Pterocarpus soyauxii		Plantae				Fabaceae		species					
Pterocarpus vernalis	Pterocarpus vernalis		Plantae				Fabaceae		species					
Pterocarya stenoptera	Pterocarya stenoptera		Plantae				Juglandaceae		species					
Pterocarya tonkinensis	Pterocarya tonkinensis		Plantae				Juglandaceae		species					
Pterocelastrus echinatus	Pterocelastrus echinatus		Plantae				Celastraceae		species					
Pteroceltis tatarinowii	Pteroceltis tatarinowii		Plantae				Cannabaceae		species					
Pterocymbium beccarii	Pterocymbium beccarii		Plantae				Malvaceae		species					
Pterocymbium javanicum	Pterocymbium javanicum		Plantae				Malvaceae		species					
Pterocymbium tinctorium	Pterocymbium tinctorium		Plantae				Malvaceae		species					
Pterocymbium tubulatum	Pterocymbium tubulatum		Plantae				Malvaceae		species					
Pterodon emarginatus	Pterodon emarginatus		Plantae				Fabaceae		species					
Pterogyne nitens	Pterogyne nitens		Plantae				Fabaceae		species					
Pterospermum acerifolium	Pterospermum acerifolium		Plantae				Malvaceae		species					
Pterospermum celebicum	Pterospermum celebicum		Plantae				Malvaceae		species					
Pterospermum diversifolium	Pterospermum diversifolium		Plantae				Malvaceae		species					
Pterospermum grewiaefolium	Pterospermum grewiaefolium		Plantae				Malvaceae		species					
Pterospermum heterophyllum	Pterospermum heterophyllum		Plantae				Malvaceae		species					
Pterospermum javanicum	Pterospermum javanicum		Plantae				Malvaceae		species					
Pterospermum lanceaefolium	Pterospermum lanceaefolium		Plantae				Malvaceae		species					
Pterospermum niveum	Pterospermum niveum		Plantae				Malvaceae		species					
Pterospermum semisagittatum	Pterospermum semisagittatum		Plantae				Malvaceae		species					
Pterostyrax hispidus	Pterostyrax hispidus		Plantae				Styracaceae		species					
Pterostyrax leveillei	Pterostyrax leveillei		Plantae				Styracaceae		species					
Pterygota alata	Pterygota alata		Plantae				Malvaceae		species					
Pterygota amazonica	Pterygota amazonica		Plantae				Malvaceae		species					
Pterygota bequaertii	Pterygota bequaertii		Plantae				Malvaceae		species					
Pterygota horsfieldii	Pterygota horsfieldii		Plantae				Malvaceae		species					
Pterygota macrocarpa	Pterygota macrocarpa		Plantae				Malvaceae		species					
Ptychopetalum olacoides	Ptychopetalum olacoides		Plantae				Olacaceae		species					
Ptychopyxis costata	Ptychopyxis costata		Plantae				Euphorbiaceae		species					
Ptychopyxis grandis	Ptychopyxis grandis		Plantae				Euphorbiaceae		species					
Ptychopyxis kingii	Ptychopyxis kingii		Plantae				Euphorbiaceae		species					
Pullea stutzeri	Pullea stutzeri		Plantae				Cunoniaceae		species					
Pullea versteeghii	Pullea versteeghii		Plantae				Cunoniaceae		species					
Punica granatum	Punica granatum		Plantae				Lythraceae		species					
Putranjiva roxburghii	Putranjiva roxburghii		Plantae				Putranjavaceae		species					
Pycnanthus angolensis	Pycnanthus angolensis		Plantae				Myristicaceae		species					
Pyrenaria acuminata	Pyrenaria acuminata		Plantae				Theaceae		species					
Pyrenaria multisepala	Pyrenaria multisepala		Plantae				Theaceae		species					
Pyrenaria serrata	Pyrenaria serrata		Plantae				Theaceae		species					
Pyrus communis	Pyrus communis		Plantae				Rosaceae		species					
Qualea acuminata	Qualea acuminata		Plantae				Vochysiaceae		species					
Qualea albiflora	Qualea albiflora		Plantae				Vochysiaceae		species					
Qualea brevipedicellata	Qualea brevipedicellata		Plantae				Vochysiaceae		species					
Qualea coerulea	Qualea coerulea		Plantae				Vochysiaceae		species					
Qualea dinizii	Qualea dinizii		Plantae				Vochysiaceae		species					
Qualea gracilior	Qualea gracilior		Plantae				Vochysiaceae		species					
Qualea homosepala	Qualea homosepala		Plantae				Vochysiaceae		species					
Qualea impexa	Qualea impexa		Plantae				Vochysiaceae		species					
Qualea implexa	Qualea implexa		Plantae				Vochysiaceae		species					
Qualea lancifolia	Qualea lancifolia		Plantae				Vochysiaceae		species					
Qualea megalocarpa	Qualea megalocarpa		Plantae				Vochysiaceae		species					
Qualea multiflora	Qualea multiflora		Plantae				Vochysiaceae		species					
Qualea paraensis	Qualea paraensis		Plantae				Vochysiaceae		species					
Qualea rosea	Qualea rosea		Plantae				Vochysiaceae		species					
Qualea tricolor	Qualea tricolor		Plantae				Vochysiaceae		species					
Quararibea asterolepis	Quararibea asterolepis		Plantae				Malvaceae		species					
Quararibea bicolor	Quararibea bicolor		Plantae				Malvaceae		species					
Quararibea funebris	Quararibea funebris		Plantae				Malvaceae		species					
Quararibea guianensis	Quararibea guianensis		Plantae				Malvaceae		species					
Quararibea wittii	Quararibea wittii		Plantae				Malvaceae		species					
Quassia amara	Quassia amara		Plantae				Simaroubaceae		species					
